sales_pred,index
12553.950833333334,600374
7219.815333333335,566038
0.0,381862
8729.010000000002,535335
7806.46,499411
4778.701833333333,625219
0.0,61823
4509.970666666666,653471
7687.78,441789
9169.426666666666,155435
8322.533000000001,226567
4735.19775,107330
4658.464166666667,149417
6327.51,191690
0.0,146544
7193.432857142857,383603
4302.697392857142,452941
7924.366666666668,629103
8891.435,30258
5742.976547619046,219501
10923.0,528607
5256.580682539681,397525
4967.8315,314281
6694.271428571428,489418
0.0,182776
12620.34,335928
9458.815499999999,198358
0.0,400219
7802.592000000001,427476
6491.33,31892
6555.414539682539,109374
4423.331428571429,385320
4585.83,517169
6887.69,369733
7254.2874999999985,71343
6947.901666666664,42363
2462.7225,612665
7505.38,428563
6757.365,610249
6116.993333333333,669222
12353.75,484348
13143.6,194089
8152.665000000001,328888
5338.4206428571415,485880
5564.901190476192,699868
4002.5,265929
5570.486666666667,154648
6460.57,376328
13044.859071428571,530275
4970.523305555555,441109
0.0,26050
0.0,247671
5277.555166666666,615467
5302.5,267972
4125.4958333333325,22318
4756.885166666667,430083
13279.64,510014
3918.56,343803
4087.2416666666672,85161
7184.730666666666,505852
4661.913833333333,266131
14102.83,397091
0.0,112013
0.0,492019
7549.081666666666,73240
8022.485,203948
0.0,603210
0.0,82813
6966.548976190478,634511
7022.6255,28171
9414.428666666667,198571
0.0,70073
12545.31,551321
4420.957261904763,509286
6616.19,24413
19341.54,367168
6202.99,103724
6364.696666666668,704886
5797.406666666668,568270
16578.0445,627934
5870.7535714285705,520091
3638.595,505933
4769.606666666667,67603
6486.545,96570
0.0,696883
2794.383,216455
13285.0,472114
5015.3175,437836
17728.036666666667,467331
6105.265952380953,423483
10717.525714285715,533535
5385.539071428571,82465
7354.269023809524,245480
3917.38,155723
7267.556833333332,167485
3630.5716666666663,574217
5037.915,307718
3874.63,250666
14422.568000000001,233447
15887.64,9408
7618.104261904762,532318
10759.5,213221
5693.8133333333335,149118
4039.07125,643815
6176.0315,205464
5947.3175,172737
6659.603333333333,358803
15655.623666666666,432064
3492.543992063492,243176
7953.96,165487
15936.25,206630
6742.331666666668,380228
5822.594500000002,278339
5861.315,125602
5446.21,707930
6881.6083333333345,647013
0.0,404917
11150.37,607690
0.0,63394
7942.534404761904,334403
0.0,440195
4535.816666666667,87636
4435.003333333334,189540
3438.9062380952387,18218
9864.5025,396021
7134.878,442052
5272.226511904762,397202
13124.105999999998,251121
0.0,463013
4705.090095238094,655331
4204.04,327407
0.0,355157
6536.735000000002,654124
11854.509499999996,602473
7718.65,414480
12337.755,574764
11052.063,136740
5574.3240000000005,240843
0.0,130323
6365.770833333334,688030
11216.3,43133
4785.866333333333,172856
0.0,446048
4376.92,36534
4969.160714285714,612801
5491.01921139971,256750
5388.124166666667,623446
8652.067,63314
1592.925,238452
13754.110833333332,43919
4949.018916666668,258378
6272.771666666667,59774
5577.498333333334,31637
3998.896166666667,673741
2902.0933333333337,659942
5324.7919999999995,349639
6994.303333333333,394865
4705.546464285714,255648
6209.47,379128
6362.245587301589,540897
4788.693452380952,662220
3943.1783333333333,160268
7716.09,654290
8684.702333333333,599039
0.0,651027
6496.675,553569
9312.306,271750
5420.149166666666,709864
2427.7625,300796
5528.463333333332,413674
6089.477666666666,8402
2904.081166666667,310059
6985.7243809523825,319105
5554.519,689752
8850.062666666667,516276
4970.5,338342
6451.078,666229
0.0,8353
0.0,386012
5930.255333333332,471619
6463.75,612347
11437.128,514445
8580.266666666666,396179
7015.481,590638
3216.875,683448
3763.3525,218062
4659.016238095238,706606
6214.635,453487
0.0,240904
6515.330333333332,326681
9767.75,272937
0.0,11415
4011.0630714285708,436957
4326.066821428571,171033
3653.225,632521
0.0,179002
4464.570833333333,345971
7020.764,463457
8106.996666666666,674866
0.0,479231
4630.2570000000005,369184
11242.296666666665,564608
4326.7993333333325,421305
16566.6035,312789
7111.503333333334,548456
3568.8978333333334,195259
8381.960833333334,669573
4189.354,599293
5892.544833333334,33900
3845.384666666667,74619
7892.977999999999,284898
0.0,402135
4059.658,447277
11377.78,588164
6512.8386666666665,456931
5674.650666666666,221701
8835.098333333333,535271
8111.991666666666,171677
4701.101,226127
10535.77,414979
0.0,500051
4475.382166666666,329177
4564.998615079365,541113
5095.203333333334,124681
0.0,284177
7467.2390000000005,90749
7831.45,237894
4235.720071428573,506152
0.0,622882
13351.04,34430
5592.963083333335,268594
4694.105333333334,368485
6969.817833333334,602478
8316.448833333334,202788
6395.983428571429,675955
7749.17,611958
3106.32,597571
0.0,317074
3888.04,380943
0.0,649251
0.0,386136
14537.69,411910
6189.9,119756
3803.273714285714,251963
11678.7505,292719
5476.55,77065
5829.53,206967
3587.7590873015884,521339
0.0,363365
3946.69,481077
6385.167833333333,711386
6502.53,66970
3892.63,435729
6450.839214285714,426284
5675.45,435236
3015.7024285714283,199039
2882.1058214285713,99250
6658.941166666667,580140
10011.108666666665,254820
5051.259047619049,155130
4615.866809523809,503682
10386.074857142856,288534
4876.87,67050
5439.88,174771
6373.77,442288
7766.842833333334,606734
9369.085,431156
6599.504523809523,424121
5844.69,557753
7284.793285714285,520831
9768.84,376589
0.0,7670
11442.7295,303546
11869.949666666667,236740
6877.175666666666,145734
6794.836666666667,134420
0.0,691699
4862.339154761905,233889
10371.253333333332,653554
4802.0575,481046
6841.26,423103
0.0,693486
7560.81,90193
7014.9901666666665,119482
5237.738333333334,525167
5709.573333333335,239754
7632.484785714286,332806
0.0,142056
0.0,673000
6780.871047619048,567353
5202.645166666665,696641
0.0,628766
12278.15,544695
16274.75,652921
8996.65,436682
7817.311428571428,158580
4439.076666666667,184394
7201.82,523534
10304.38,133026
5898.770333333333,296285
8703.6,14477
6715.264904761906,130799
5866.378999999999,17306
7077.69,617975
8016.485,668657
0.0,460228
10371.36180952381,26534
8451.825,8504
4042.7499999999995,253700
7307.862476190477,586553
5063.95,463307
5467.874666666667,245670
7161.607,291128
0.0,615053
9283.333333333332,263461
8726.51,42414
5191.84,527688
7222.385,697845
10626.97,28136
6799.303444444446,245444
0.0,394116
0.0,601504
6377.958984126983,349857
4230.420999999999,658989
15832.6875,73913
6614.008666666667,579219
10332.18,628094
4763.3195000000005,430442
10602.136666666665,694123
0.0,637678
5953.141202380952,697006
3755.2615,174454
4763.376666666667,290329
10711.893333333333,79977
5209.2716666666665,561228
7967.56,645402
3851.355333333334,187053
0.0,545699
0.0,101633
9181.31,281213
8506.870666666666,303302
8582.0,358148
9318.431999999999,686634
0.0,66159
4149.848722222223,668588
0.0,402857
2697.6504999999997,354382
3034.5369523809522,12107
8537.52,469435
4451.789666666667,500089
7537.4217424242415,290988
7666.89,178794
4619.374857142858,624708
7538.0975,677489
8607.98,298677
9413.83,703190
6278.578333333334,130811
10342.87,110239
6115.510666666666,624648
7906.95,217090
5176.7635,110364
4892.556666666667,678970
4399.621,418148
6649.79,445220
7564.73,126944
6059.761000000001,349411
0.0,630781
3667.9245,463948
0.0,452373
7663.2703531746065,324245
0.0,222694
4761.82,48646
0.0,626354
2827.2464999999997,651600
6985.486166666666,85679
0.0,183869
0.0,283159
0.0,634703
0.0,706142
6757.241250000001,522728
5934.92,663580
4840.144142857141,46119
14076.09,250823
5637.302261904762,613782
13555.96,200809
0.0,269386
6064.9257499999985,288820
0.0,365858
4847.55,616253
3338.438119047619,260287
0.0,168584
0.0,667415
0.0,666578
8385.08876190476,443663
10067.63,103282
3621.9066666666668,659814
7758.325,204523
8616.262142857142,105679
3462.165,571093
12410.405666666666,41097
6452.168642857145,139328
4933.350833333333,338773
0.0,196518
7217.519928571428,283593
6782.272,260425
5351.277166666666,8772
6651.22,165827
3761.9153333333334,711567
0.0,25887
10963.185,46929
4827.035,252401
7417.947833333334,544688
2537.785,630754
10278.845,355922
5316.723000000001,553915
7129.8081666666685,491425
2927.3633333333332,42394
12330.4,178531
9505.345833333333,63227
4954.217833333332,513313
7140.932000000001,522520
4830.501595238095,492008
5426.411305555554,26376
5418.312666666666,141308
5096.6916666666675,695853
2379.958952380952,699596
6024.25,11724
4243.452833333333,475449
5734.308000000001,77094
8854.445,596587
6265.555,424708
4143.1393333333335,133400
4030.9883333333337,372317
6035.46,469875
8512.016333333335,489986
5446.951333333333,76537
6521.7175,228691
3870.941666666667,500104
6818.180714285715,351509
4734.7785,403418
6527.64,141754
11294.404166666667,708723
10142.9725,606514
2602.922833333333,573456
6817.568142857144,412036
8223.175,454167
6524.285,536326
7490.677178571429,195050
0.0,401658
5208.287055555556,666654
5609.3675,549369
5469.383333333332,525044
7684.094607142857,92889
3731.3625,417990
14591.958000000002,560400
4236.806658730158,332572
5630.648833333335,380004
14564.88280952381,380320
6424.795,485277
4854.405,214984
0.0,347030
9809.765833333333,554331
7211.76,180182
11374.74,91585
5300.720357142858,337287
4432.714924603175,5922
6150.42,668590
0.0,162038
9922.152166666667,570046
5895.707722222224,125515
5895.015,631827
6263.865,488238
0.0,595013
7646.08,669612
2467.735833333333,522340
0.0,145188
0.0,29075
7656.502500000001,620257
4887.743333333333,423909
6776.558333333333,5513
4399.316666666667,157741
6665.297,403411
3375.9118730158725,668630
0.0,679924
2413.77,127691
5263.9475,350679
0.0,176758
0.0,468908
9592.79942857143,491932
14191.61,528951
6933.8341666666665,708502
3841.81,225772
5491.091785714287,646442
6957.3,65737
7532.19,495271
9070.518333333333,678378
7060.653428571429,540127
10350.046,655764
2258.4539285714286,668040
10156.305,5574
4473.373333333333,540911
4695.0543333333335,234996
10030.54,144721
0.0,454454
7995.863761904761,42681
12447.133333333335,685198
0.0,245786
12765.96,489190
3097.28,452872
7043.267166666665,438242
6309.763523809524,173708
5150.745,500897
3472.6820000000002,252009
8259.316333333332,489277
7030.271,217799
2280.068547619048,570087
4801.623119047619,277343
8430.45,246393
6971.75,333826
0.0,273126
4637.016666666666,633257
3452.935,536436
6068.61,392807
7918.409523809524,9658
0.0,672437
5850.920166666666,495729
4004.391999999999,463735
8240.784666666668,639793
5860.6,480953
9168.9425,410159
6053.695,615202
7990.453333333334,293906
6720.830333333334,392923
6862.266666666666,196232
6000.8,596255
9936.25,549235
8165.88,230156
7718.084,597117
5298.382333333333,685371
2047.322761904762,646858
5164.81,251679
12057.16,67256
10975.94,241647
15192.49,84242
6541.42,264455
5554.967619047619,700950
3805.262,466720
0.0,220602
4328.374499999999,437208
7256.504499999999,88172
0.0,441975
6795.366928571428,66246
13694.460166666666,400714
3935.445,629670
3519.0823333333337,354403
4418.007019480521,229713
4210.696666666667,392982
4144.88,16858
5189.708452380952,201905
9645.33,53626
8557.832357142857,475129
8751.73,504712
4780.754166666667,600087
7191.303999999999,230229
13289.401000000002,675976
15767.69,137686
8838.166666666666,582562
5181.491666666666,323476
0.0,136418
6187.1625952380955,111652
9981.2075,678755
5165.8961666666655,67477
5844.759857142857,564828
0.0,570369
3881.5079523809527,123695
6849.02,230390
0.0,394879
8729.93,359641
4016.8893333333335,413992
6433.289833333334,281975
6225.446865079364,197809
6764.541059523808,383747
10633.083333333336,337889
5856.7325,654060
6614.946999999999,604564
10888.54,174211
6286.07,197231
5317.2,514692
0.0,15349
11082.985,206461
4695.008833333332,10577
14649.214285714286,497421
9303.692,415599
3085.1714761904755,51571
10240.09,609730
15100.36,296632
4001.570571428572,423520
8282.43,290548
3179.4733333333334,419665
7471.1241666666665,420538
3348.775380952381,217544
0.0,132638
8710.47,161231
0.0,60960
6850.46,669836
0.0,468622
4004.022,305160
5442.655166666666,2335
0.0,3194
6894.0015,412316
6762.16,98287
6735.860833333332,695502
6415.712666666667,630407
7652.201999999999,571087
7079.759166666667,432742
8898.853833333333,71057
0.0,256949
11057.893333333333,497297
6776.296833333334,362059
4165.787642857143,114603
0.0,537324
5092.99,302542
7048.385,477958
5644.534666666666,372155
5398.7308571428575,497614
8983.75,115863
10354.6415,536522
3742.5483333333336,60343
3079.6083571428567,150664
6059.93,7299
7812.045,114384
8451.445666666668,693342
7808.31,547500
6085.143452380953,24623
0.0,664784
0.0,337487
12908.51,670167
7151.13,224544
9497.678333333333,108066
7718.475,694229
18268.994,234270
10825.599166666665,172277
11233.356666666667,562833
14907.66,467388
0.0,481994
2348.9483333333333,74511
11022.76,180279
9354.46,563513
7151.067583333332,673266
9784.849999999999,361359
4600.913666666667,570560
7242.200333333333,429539
8653.18,549400
10149.731666666667,150021
8674.19,696001
6030.68,441003
12790.857880952379,704418
4635.99507142857,230374
9607.905,538264
5279.835630952381,287032
8763.764444444445,347925
14489.99,565729
5240.4015,622490
7333.2555753968245,87673
0.0,678101
11475.994833333332,523800
12964.44,148824
11646.287261904763,214350
4875.676,24194
10242.321666666667,622560
7092.78,412622
5865.288277777778,393964
6582.63,499205
0.0,197329
4327.398476190476,343824
7472.48,609826
8682.860277777778,339822
4369.52130952381,74602
5422.185,449064
4942.670416666665,102407
8043.626666666667,259790
14148.82,18737
7875.545,136994
0.0,225299
7434.123333333333,230115
0.0,395685
13703.7,587529
12793.838333333335,184611
13414.711666666664,31771
4284.339666666668,640775
15876.548333333334,507006
6636.335666666665,134574
12690.141333333333,221934
4658.616,297296
0.0,382099
4453.273452380952,552080
0.0,140685
8282.43,419236
3015.7024285714283,672815
7655.974166666668,136295
5272.5614642857145,625267
8054.953333333334,703298
7382.117333333333,595487
9277.960000000001,515101
3848.3593333333333,702585
5530.157666666666,598063
0.0,619523
3524.002,306390
0.0,435450
7077.699666666668,150532
7044.063333333333,403221
0.0,703213
5639.6,243491
3903.94,522874
0.0,455877
7068.592444444445,652038
3822.9086666666662,559612
4769.193,502957
0.0,207079
11057.901666666665,701479
7670.3640000000005,378895
7701.4705,39102
4577.900785714285,189980
7274.03,55627
8221.485,440244
0.0,393373
6172.594833333333,168711
6326.606,426376
7137.839166666668,550128
8393.64,428101
9697.195857142857,111192
4701.613,682264
7843.941999999999,635668
3251.65,443107
12131.7625,700963
7127.995,676824
4067.6,626155
7972.295,4710
6560.314607142858,338712
8047.308333333333,623230
5198.434833333334,351337
6658.1075,289360
7207.48,67026
4407.620666666667,574873
7881.540976190477,380873
6781.12,266763
7735.411523809525,547057
8900.778611111113,412019
7613.37,385076
6115.373,356595
5491.548666666667,438458
8933.533333333333,197609
14119.665,15762
9778.894166666667,39782
5762.065,94951
9029.173666666667,580011
3918.014523809524,348407
8781.260833333334,565276
5007.9185,410520
5327.897333333334,246893
5159.669821428572,488464
3586.755,467354
0.0,391296
5891.73,255552
9742.09,128134
6998.741654761906,509447
0.0,3170
4866.616666666667,394679
5538.93,682427
2340.366666666667,222060
0.0,246137
7148.565428571429,512513
3123.499547619047,244585
6634.89888095238,615326
4325.019333333334,426811
8172.733666666666,151417
0.0,271324
9703.82,573860
4745.509500000001,81535
0.0,688138
7596.446,559815
7519.536666666668,134732
9824.602476190477,322997
6367.967999999999,42822
10641.36,626188
3860.525666666666,266689
0.0,43158
9126.187,82019
9955.555333333334,616029
0.0,707644
6161.28,39859
0.0,602329
7308.429047619047,631180
2958.83,140558
0.0,170717
9320.475,531717
15006.28,227681
4685.583333333333,174572
6360.315,300906
0.0,155010
16442.06,648999
0.0,690054
7071.197333333333,27358
10154.488333333335,144608
0.0,469181
5631.032666666667,446737
2947.9035,308867
4189.081916666666,51258
6925.082833333335,359677
3079.43,129846
0.0,1149
3387.833333333334,633111
13762.8,292366
3383.1535,409043
5563.151071428571,256980
5264.87,268334
0.0,2160
4093.2818095238094,5758
0.0,289577
5149.8370476190485,477292
18820.15,170671
5389.08,609259
5177.78,151625
6536.18,651202
20700.66,231073
7134.936166666667,678209
0.0,663941
0.0,606620
2897.683,128479
6248.276666666667,150801
6944.278333333334,622129
3120.8998333333334,339259
2560.816857142857,94161
0.0,40355
4342.23,287798
0.0,52344
8179.293071428572,205218
0.0,647262
8547.07,53839
3722.5159999999996,108629
0.0,18964
7238.5675,83254
8632.6,32589
2778.0393333333336,147880
7267.97982142857,58339
5495.87,475551
5910.4075,372801
5468.723571428571,504283
5572.71,191950
0.0,152965
4994.1100000000015,356467
4942.5255,259565
2982.5525,195615
6338.1466666666665,596927
0.0,660531
2514.963214285714,410887
8910.74,367136
0.0,654830
5917.8166666666675,586112
9361.9,395707
8464.908571428572,613842
8940.6,433782
6312.588333333332,62318
5572.071833333333,141939
6155.5325,23542
5622.300476190477,165113
8988.213880952382,476320
2832.9196785714284,624831
4100.983666666666,225770
9449.063333333334,579330
5310.975,42494
3613.66,90464
0.0,566092
8630.19,431680
5963.668000000001,688583
3520.715,247307
0.0,255502
4129.3641500721515,386497
3288.293333333333,249368
4644.5115000000005,266057
6073.086666666667,438079
5293.435,282233
7296.4075,29852
5839.798289682538,555568
7544.005499999999,22039
5032.305,141704
9646.061666666668,522016
5219.602095238094,636125
9384.023333333333,427338
0.0,340524
5088.3369999999995,229292
0.0,51891
9368.2,465430
13579.84,451940
3931.9230396825405,640942
0.0,108557
0.0,94073
5419.665,686098
0.0,665651
0.0,224698
5979.150285714285,548526
5029.28,223339
6965.823142857142,579391
7005.033333333334,457888
12924.651666666667,669623
0.0,223824
9131.34,654894
7169.36,646889
7975.562999999999,586466
11308.18,508931
0.0,212543
0.0,282508
0.0,281300
0.0,87997
9354.46,62064
0.0,126567
2493.6176666666665,621388
0.0,357273
7211.668666666669,403855
5063.5221666666675,10687
0.0,372941
3638.6786666666662,92055
0.0,237033
0.0,595528
6420.44,328197
0.0,529433
0.0,548938
6138.755833333333,50568
8626.419166666667,355134
12232.82,188815
12408.03,258297
7587.120111111111,672499
6516.9890000000005,703324
7215.093333333334,426893
0.0,674649
4896.58,196237
9042.970833333333,443948
4673.19,474857
6934.531,509848
5261.575,245862
7637.35,588738
0.0,672329
6890.306666666667,566311
8575.826666666668,490521
5062.62,581868
11466.07,37268
2012.13,22624
5861.019404761904,26960
0.0,329830
0.0,608626
3865.373,355991
0.0,596388
10763.54,113674
7808.1195238095215,280998
0.0,206336
0.0,250696
3188.341333333333,110876
7119.453333333333,477340
3948.0060000000003,52197
0.0,152979
0.0,429220
0.0,319592
9352.823333333332,361638
6734.28,379656
9613.37,686530
4496.980333333334,490247
4248.713996031746,311079
11046.170833333332,585815
3869.2738333333336,246339
0.0,7338
0.0,626973
23228.436666666665,457143
4512.182023809524,29072
3146.201785714285,487390
8541.648000000001,398680
7574.429166666668,664968
8487.9,695390
7393.357999999999,364108
18765.44,501842
9825.54,275677
10827.35,347859
0.0,583901
4040.0916666666662,228962
7905.73,247153
6828.6,690168
7560.4,335878
5969.078333333334,163908
0.0,35039
0.0,509099
7414.101500000001,320778
2848.804651182151,588788
8933.177000000001,36145
5020.5,711584
3737.0441309523803,458719
7981.892666666668,547135
3814.326654761905,152105
6156.929166666668,275781
1414.1593333333335,489352
8929.671999999999,454268
13481.93,609835
5381.548000000001,107514
3546.22,269229
5896.290666666667,256408
7142.799166666668,621405
10288.32,422234
7279.22,397857
0.0,560672
6750.257833333333,189554
6263.058666666667,156252
5460.300833333334,84291
5080.489500000001,360207
6571.3083333333325,275821
3821.447214285714,30744
6608.6,101525
3953.827785714284,427838
3732.202801587303,639457
0.0,366006
9093.886,458140
11268.657166666666,354985
5156.515,341650
4974.675,247933
7573.165,431521
9585.895,139237
0.0,237618
3098.092333333334,349424
7232.431666666666,548876
5971.113333333333,326820
3721.437547619047,539329
7791.23,465675
11492.24,450101
0.0,644359
6220.683333333333,573932
4306.180619047618,62457
5888.769333333334,251838
4719.809499999999,595727
4964.68,258717
5936.009500000001,124013
0.0,698974
11029.85,29533
4367.820000000001,43596
4485.480833333333,125276
2116.7586666666666,418860
7549.62,123166
8393.945,256628
4428.939166666667,365639
6606.65,147154
3490.303,668309
5009.914821428571,707738
4793.386666666666,617364
9703.51,216637
13953.745,581662
5188.38,680363
0.0,94262
0.0,410808
10198.4005,358453
5446.703833333333,377289
0.0,335505
5703.933757936508,354265
8270.135809523808,418464
7464.32,70895
3670.07,242789
3516.601666666667,63995
8051.253333333334,389982
5082.833214285714,127477
3055.843571428571,509548
3762.0293333333334,172261
0.0,136822
4801.596,289972
12509.818333333333,243948
7033.698547619047,126574
5367.8166666666675,49383
18910.64,342160
6529.51,689046
5444.906000000001,443312
7530.04142857143,366449
10394.001499999998,300169
7900.37,108869
7715.077333333333,699676
9491.66657142857,8439
10051.755,368553
7199.060357142858,248861
7392.371023809525,1899
15250.37,325863
4317.169083333334,575911
5663.205,286501
0.0,483765
5887.571999999999,591184
7297.53,192200
5623.006666666666,454870
4269.609,269369
8823.9,185340
0.0,181431
0.0,668292
5165.19,287315
3414.303833333333,356559
7904.61,569626
6000.923928571428,530604
6523.79,66428
18894.65,169065
0.0,251680
9156.173333333334,271426
15651.411833333339,258961
0.0,101206
0.0,558154
3201.743333333334,197922
5467.758214285714,361531
0.0,628779
9115.453571428572,510961
5808.4991666666665,591072
2939.0830476190476,237440
7122.43,384521
6284.054249999999,448170
3677.17,251331
9328.998,359226
4497.603666666666,572132
4592.381428571429,624334
7569.590666666667,91584
4945.421666666667,679612
11344.33,661193
8924.955,58470
5334.329761904763,593125
4407.050603174604,552605
7812.495333333334,245919
4275.951499999999,507355
10541.832000000002,506968
6612.0121666666655,522473
6936.454722222223,509582
9934.505,181891
9209.541333333334,477372
11534.112333333334,531130
4060.7047857142857,484467
0.0,179739
5398.58,196676
2305.04,395706
4657.4585,181313
3438.748166666666,708332
7388.91,463566
14506.511999999999,120828
4546.631666666667,601880
8874.524166666666,566251
0.0,627019
6880.149333333336,424231
5950.6,303960
4340.843781385282,488889
5019.727476190476,365864
8036.272857142857,474558
4261.747333333334,54795
8183.586571428571,419651
5593.3325,97185
8284.216,685033
5147.78,102462
0.0,315922
5701.123333333333,241616
6528.363833333334,379884
9011.5,539206
11191.788333333336,272127
11328.89,69017
9477.873,70610
5381.866666666666,500661
5678.561095238095,249699
0.0,375446
6516.147809523809,12084
0.0,253021
6937.158571428573,691005
0.0,21685
8219.888333333334,322031
7334.18905952381,137701
9246.233333333332,203852
4835.342833333333,495557
8126.6359999999995,665748
11081.116666666667,622423
9251.16,179044
0.0,420240
9050.839166666665,664739
0.0,662458
10583.081833333334,99678
0.0,488219
5197.4709444444425,680744
6648.343095238095,484713
7848.1775,407178
4235.035,20621
4326.343333333333,481546
4888.437333333333,407215
9323.468666666666,268288
3822.37,219664
5727.3867500000015,71106
15518.82,569256
23461.653333333335,604996
5655.413333333334,340152
0.0,43394
5516.0115000000005,255682
4414.99,102843
4713.84,295292
11188.558,441320
4867.26,226512
7952.712333333333,500949
4165.288,531132
6906.66,412122
7197.736999999999,198968
5596.076666666668,324489
17656.37,147539
3768.091333333333,150748
6280.285499999999,250690
8091.85,412929
6851.113333333334,694032
6839.33,324034
4164.0131666666675,5935
4454.901023809524,478429
0.0,361414
0.0,600307
10840.588333333335,432245
6360.864500000003,110313
7228.626666666667,391335
2299.427119047619,179364
6198.8615,367444
6598.94,426736
4129.016666666666,229811
7996.094166666668,234208
4461.365000000001,225162
4650.242899732621,560582
7266.068666666666,151519
2412.26,618488
5245.806666666666,104735
2640.7,658372
0.0,259636
7245.287404761904,495125
9949.694166666666,640840
6554.5828571428565,239686
7514.14,370451
5462.38,504751
5619.7320238095235,303350
4303.678785714285,216187
7850.381666666667,594585
6660.161904761904,1981
4498.120261904761,303562
0.0,280925
6897.405,164815
0.0,90871
16934.016,325489
0.0,180656
0.0,86489
3357.856666666667,281059
8687.9825,182700
0.0,664030
10643.64,236185
0.0,397342
0.0,554556
6179.036571428571,527529
6881.052999999999,301939
5219.7,132424
9860.955,531052
2545.533142857143,622542
0.0,210438
3552.271666666667,189000
5194.34,390431
10942.92,280501
7530.76338095238,549852
5064.925333333334,197074
11553.73,231425
8757.52538095238,686473
4329.978380952381,42430
5307.456,99859
13840.775357142855,315031
3935.33,114890
0.0,427391
5536.448333333334,150655
6552.097777777779,342207
4669.31,274886
9696.3775,9383
5648.345,333065
0.0,84553
6404.033333333334,413147
4805.17161904762,135363
0.0,251900
10749.78,298806
6693.816333333333,413576
0.0,646803
5833.439,494121
6507.298111111112,10876
11412.74,413040
0.0,539009
0.0,412569
4004.1010952380952,340092
6412.179595238095,107228
7856.3,631223
0.0,614513
8134.126,638481
5695.464166666667,282607
9501.2825,143993
6669.634,659629
0.0,379972
7108.93,444821
8058.6115,309223
5425.567523809524,120038
5083.826499999999,589447
6942.26,498447
6800.090666666667,460367
13950.52,425385
7076.902317460315,347709
8709.5,505886
6284.428333333333,668325
5658.755,392368
11081.841666666665,587279
6640.696666666668,165596
11295.255,145828
7905.72,51004
4339.552,166850
12727.770071428571,530490
3571.2713333333336,260835
4319.634285714285,274099
5456.439714285715,634076
10055.876666666667,581157
4559.104666666667,299783
9220.501,91354
11375.603333333333,488827
6304.756666666667,426305
5369.7202857142875,511593
10247.889000000001,434857
2856.5427619047628,433506
6992.328587301588,590978
7074.8533333333335,80123
5847.522666666666,656621
4931.023452380953,206349
4101.1025,666036
6495.636666666666,236713
8393.07,372415
6108.744761904763,665518
4730.015761904762,478526
0.0,170706
0.0,43068
0.0,297086
0.0,188986
0.0,4023
11550.36,426626
5390.704333333332,648481
9879.079499999998,700369
7105.475166666667,201193
7418.508095238093,232416
0.0,710862
0.0,114614
4955.48,441358
3869.6092857142858,136096
0.0,83686
